master_metadata_album_artist_name,master_metadata_track_name
The Neighbourhood,Sweater Weather
Kali Uchis,Hasta Cuando
Smino,Lee & Lovie (with reggie)
Mac DeMarco,My Kind of Woman
SPINALL,Sere (Remix)
"Tyler, The Creator",Droppin' Seeds (feat. Lil' Wayne)
Aminé,HICCUP (feat. Gunna)
Kyle Richh,Notti Bop
Metro Boomin,Around Me (feat. Don Toliver)
Ken Carson,Lose It
Trippie Redd,M's (feat. Lil Yachty & Pi'erre Bourne)
Gunna,WUNNA
Gunna,back at it
LUCKI,PAIDNFULL
LUCKI,COLORFUL DRUGS
Peruzzi,Southy Love
KAYTRAMINÉ,4EVA (feat. Pharrell Williams)
Young Nudy,Brussel Sprout
Landon Conrath,Papercuts
Landon Conrath,lowercase
Joy Again,Looking Out for You
Daniel Caesar,Toronto 2014 (with Mustafa)
Lake Street Dive,Hypotheticals
Kiiara,Gold
Cults,Gilded Lily
Ax and the Hatchetmen,Peach Trees
Bennett Coast,Sunsick
The Ivy,Hurts Just Right
Landon Conrath,Acetone
Del Water Gap,Ode to a Conversation Stuck in Your Throat
Vansire,From the Subway Train
Cash Cobain,Dunk Contest
Travis Scott,FE!N (feat. Playboi Carti)
Young Nudy,Hot Grease
Lil Tecca,U Don't Know Tec
Yeat,Dub
Lil Tecca,Gist
The Weeknd,Out of Time
The Weeknd,Out of Time - KAYTRANADA Remix
Current Joys,New Flesh
TV Girl,Blue Hair
Declan McKenna,Brazil
Home,Resonance
Don Toliver,BANDIT
Tame Impala,One More Hour
Key Glock,Die Trying
The Drums,Money
Cults,Always Forever
Nicki Minaj,Let Me Calm Down (feat. J. Cole)
dopuu,HOODBYAIR
Lil Uzi Vert,That Fiya
Lil Yachty,A Cold Sunday
Thundercat,Funny Thing
Tame Impala,One More Year
Tame Impala,Instant Destiny
Tame Impala,Posthumous Forgiveness
Tame Impala,Tomorrow's Dust
Kali Uchis,Ridin Round
Tame Impala,On Track
Muni Long,Hrs & Hrs
Lil Uzi Vert,"Mama, I’m Sorry"
Tiagz,Tacata (Remix)
Gunna,fukumean
JID,Surround Sound (feat. 21 Savage & Baby Tate)
Trippie Redd,Everything BoZ (feat. Coi Leray)
Lil Yachty,Strike (Holster)
Drake,Drew A Picasso
Destroy Lonely,FAKENGGAS
KAYTRAMINÉ,Master P
H.E.R.,Could've Been (feat. Bryson Tiller)
Her's,What Once Was
Drake,BackOutsideBoyz
Lil Uzi Vert,All Alone
Victoria Monét,Alright
SPINALL,Palazzo
Quavo,HOTEL LOBBY (Unc & Phew)
Money Man,Blockchain
Tor Miller,Carter & Cash
Car Seat Headrest,Fill In The Blank
Travis Scott,BUTTERFLY EFFECT
Swae Lee,Won't Be Late (feat. Drake)
Money Man,LLC (feat. Moneybagg Yo)
LUCKI,Out My Way
Kendrick Lamar,Swimming Pools (Drank) - Extended Version
Manny Laurenko,Space Boy
LUCKI,Don't You Love Me
Autumn!,Still the Same
Trippie Redd,Kid That Didd (feat. Future & Doe Boy)
NazGPG,Triple Threat
Young Nudy,Passion Fruit
Cochise,COOK UP
rufflws,K Like a Russian
Trippie Redd,The Jungle Book (feat. Lil Wop)
Lil Gnar,Diamond Choker (feat. Lil Uzi Vert)
Ms. Lauryn Hill,Ex-Factor
Lonerswrld!,It Ain't Closin'
Tems,Avoid Things
Tems,Vibe Out
Jorja Smith,Be Honest (feat. Burna Boy)
DJ Snake,U Are My High (with Future)
Channel Tres,Walked In The Room
Trippie Redd,The Grinch
Only The Family,Crazy Story (feat. King Von)
Metro Boomin,All The Money (with Gunna) [Bonus]
Metro Boomin,Umbrella (with 21 Savage & Young Nudy)
PARTYNEXTDOOR,Her Way
Bad Bunny,WHERE SHE GOES
SZA,Good Days
Don Toliver,Situation
Kehlani,Nights Like This (feat. Ty Dolla $ign)
Gunna,Baby Birkin
Kodak Black,ZEZE (feat. Travis Scott & Offset)
Playboi Carti,Shoota
Lil Bysil Symere,Tokyo Goul
Drake,Fear Of Heights
Internet Money,Lost Me (feat. Lil Mosey)
Young Thug,Global Access (feat. Nate Ruess)
Burna Boy,Sittin' On Top Of The World (feat. 21 Savage)
Burna Boy,Last Last
Drake,Jimmy Cooks (feat. 21 Savage)
Trippie Redd,Ain't Safe (feat. Don Toliver)
Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)"
Brandon Nembhard,There's No Bad Days
Brent Faiyaz,Pistachios
Victoria Monét,We Might Even Be Falling In Love (Duet) - Spotify Singles
Kanye West,STARS
Kanye West,KEYS TO MY LIFE
Kanye West,PAID
Kanye West,TALKING
Kanye West,BACK TO ME
Kanye West,HOODRAT
Kanye West,DO IT
Kanye West,PAPERWORK
Kanye West,BURN
Kanye West,FUK SUMN
Kanye West,VULTURES
Kanye West,CARNIVAL
Kanye West,BEG FORGIVENESS
21 Savage,Snitches & Rats (feat. Young Nudy)
Lil Tecca,Used2This
KAYTRAMINÉ,letstalkaboutit
Drake,Privileged Rappers
Bril,Pop Shit
Don Toliver,Do It Right
Rich The Kid,That's Tuff (feat. Quavo)
Marshmello,Fell In Love
LUCKI,2021 Vibes
Travis Scott,HYAENA
Drake,Headlines
Drake,More M’s
LUCKI,Mubu
Young Thug,Money On The Dresser
iann dior,obvious
BabyTron,Jerry Rice
BabyTron,Monsters & Mobsters
BabyTron,Mr. Hanky
BabyTron,A2Z
Bfb Da Packman,Free Joe Exotic (feat. Sada Baby)
Bfb Da Packman,Kentucky Love
KrispyLife Kidd,Karate Buddy (feat. BabyTron)
BabyTron,Out On Bond
BabyTron,Long Nights
BabyTron,Ice Spice
BabyTron,Overthinking
¥$,CARNIVAL
917 Rackz,Eater
SoFaygo,Stay Awake
Young Dolph,100 Shots
¥$,FUK SUMN
¥$,PAID
¥$,BURN
Young Thug,Hoodie (feat. BSlime & Lil Gotit)
Yeat,Psycho CEO
Lil Uzi Vert,NFL
Lil Uzi Vert,Nakamura
¥$,TALKING
Ice Spice,Munch (Feelin’ U)
foenem2tact,Kyle Richh x Sdot Go - Oblivious
JID,Half Doin Dope (with BabyTron feat. Lil Yachty)
Ski Mask The Slump God,Unbothered
Drake,Falling Back
¥$,PAPERWORK
24kGoldn,Coco (feat. DaBaby)
Drake,Away From Home
Young Thug,It's A Slime (feat. Lil Uzi Vert)
Young Nudy,McChicken
Lil Uzi Vert,For Real
Lil Tecca,Yves
J Hus,Masculine (feat. Burna Boy)
Peter Cat Recording Co.,Floated By
SAMSON,six
Chet Faker,Learning for Your Love
Mac DeMarco,20191009 I Like Her
Alex G,Things to Do
Eyedress,Cocaine Sunday
Eyedress,Something About You
Beach House,Space Song
The Weeknd,Stargirl Interlude
Pity Party (Girls Club),I hope that you think of me
Matt Maltese,Intolewd
Young Nudy,Pot Roast (feat. Key Glock)
Internet Money,Speak
KAYTRAMINÉ,Rebuke
Drake,Polar Opposites
Bryansanon,MOVE YO BODY (sped up)
Omah Lay,Holy Ghost
Wizkid,Bad To Me
Trippie Redd,Big 14 (feat. Moneybagg Yo)
SZA,Saturn
Moneybagg Yo,Motion God
Travis Scott,TIL FURTHER NOTICE (feat. James Blake & 21 Savage)
Kanye West,Violent Crimes
NAV,Turks (with Gunna & ft. Travis Scott)
Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage]
Drake,Pain 1993 (with Playboi Carti)
Young Stoner Life,Slam the Door
Kodak Black,Already
Playboi Carti,Middle Of The Summer (feat. Red Coldhearted)
Draft Day,How Far Will I Go
Quality Control,Menace
Lil Yachty,Charmin (feat. Cochise)
Kendrick Lamar,DNA.
SZA,Saturn - Live
iann dior,gone girl (feat. Trippie Redd)
Quavo,Nothing Changed
Gunna,idk nomore
Trippie Redd,GERONIMO
Future,I'M DAT N****
iann dior,10x3
Lil Yachty,Something Ether
SZA,Normal Girl
Summer Walker,Deep
Fetty Wap,Sweet Yamz
confidere,Watch This
Lil Uzi Vert,Dark Queen
Travis Scott,PARASAIL (feat. Yung Lean & Dave Chappelle)
Lil Uzi Vert,Suicide Doors
Miguel,Pineapple Skies
Internet Money,Familiar
Trippie Redd,Demon Time
S8N,Houdini
PARTYNEXTDOOR,LOYAL (feat. Drake and Bad Bunny) - Remix
PARTYNEXTDOOR,NEVER AGAIN
mikeeysmind,No Idea x Tell em
Drake,Gently (feat. Bad Bunny)
Flipp Dinero,No No No (feat. A Boogie Wit Da Hoodie)
GoldLink,Some Girl (feat. Steve Lacy)
Brent Faiyaz,On This Side (feat. A$AP Ant & CruddyMurda)
Drake,Fair Trade (with Travis Scott)
SwayUOE,Thief In The Night
A$AP Ferg,Floor Seats
Lil Nas X,C7osure (You Like)
Rico Nasty,Smack a Bitch
Lil Nas X,Panini - DaBaby Remix
Trippie Redd,RIOT
Lil Nas X,Panini
DaBaby,Pony
DaBaby,Deal Wit It
K CAMP,Lottery (Renegade)
Quality Control,Bait
DaBaby,Walker Texas Ranger
YNW BSlime,Gucci Belt
Jay Critch,I'm A Star
Chance the Rapper,Hot Shower
Ambjaay,Uno
YNW BSlime,Slime Dreams
Trippie Redd,Lil Wayne
YNW BSlime,Slime Emotions
Dreamville,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude
K$upreme,HOT HAM (feat. LIL YACHTY and CHIEF KEEF)
K$upreme,UH UH UH
K$upreme,FORREAL
K$upreme,Hang Up the Phone (feat. Playboi Carti)
Lil Nas X,F9mily (You & Me)
FKA twigs,holy terrain
Dreamville,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)"
K$upreme,GUCCI COLOGNE
Kanye West,All Mine
Jeremy Zucker,Shut Your Mouth
Jeremy Zucker,talk is overrated
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself)
Future,Where Ya At (feat. Drake)
Big Sean,Guap
KIDS SEE GHOSTS,Cudi Montage
Dua Lipa,"Swan Song - From the Motion Picture ""Alita: Battle Angel"""
Owl City,Fireflies
Ne-Yo,Miss Independent
Quality Control,Double Trouble (Quavo feat. Meek Mill)
NLE Choppa,Shotta Flow (feat. Blueface) [Remix]
Lil Nas X,Bring U Down
Mustard,Pure Water (with Migos)
KIDS SEE GHOSTS,4th Dimension
DaBaby,Suge
DaBaby,INTRO
J. Cole,G.O.M.D.
Khalid,Talk (feat. Disclosure)
Ugly God,One Two
Lil Tecca,The Score
Quality Control,"Come On (City Girls, Saweetie feat. DJ Durel)"
Lil Baby,My Jeans (Lil Baby & Gunna feat. Young Thug)
Famous Dex,PICK IT UP (feat. A$AP Rocky)
Hip Global,Snapchat
DaBaby,THERE HE GO
DaBaby,XXL
DaBaby,VIBEZ
DaBaby,POP STAR (feat. Kevin Gates)
DaBaby,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)"
Ambjaay,Ice Cream
Chance the Rapper,GRoCERIES
Lil Yachty,Peek A Boo
Juice WRLD,Wasted (feat. Lil Uzi Vert)
Chance the Rapper,Favorite Song
Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio)
Rae Sremmurd,Perplexing Pegasus - From SR3MM
Aminé,Campfire
Migos,Slippery (feat. Gucci Mane)
Wifisfuneral,Genesis
Quality Control,Frosted Flakes
Lil Keed,HBS
First Choice,Double Cross - Danny Tenaglia Swing Mix
Quality Control,Bless Em (Takeoff feat. Travis Scott)
Trippie Redd,Mac 10
YNW BSlime,Just Want You
Blueface,First Class
A Boogie Wit da Hoodie,Look Back at It
A Boogie Wit da Hoodie,My Shit
A Boogie Wit da Hoodie,Still Think About You
A Boogie Wit da Hoodie,Jungle
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine)
6ix9ine,TIC TOC
blackbear,short kings anthem
Eminem,Killshot
Travis Scott,WHO? WHAT!
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black)
A Boogie Wit da Hoodie,No Comparison
A Boogie Wit da Hoodie,Say A'
Sheck Wes,Mo Bamba
Iccy Thiccy,Sad Nibba Hours
Speaker Knockerz,Freak Hoe
Chance the Rapper,All Day Long
Chance the Rapper,Let's Go On The Run
Chance the Rapper,I Got You (Always and Forever)
Chance the Rapper,Eternal
Chance the Rapper,Big Fish
Chance the Rapper,Do You Remember
Chance the Rapper,Handsome
Chance the Rapper,We Go High
Chance the Rapper,The Big Day
Chance the Rapper,Ballin Flossin
Chance the Rapper,5 Year Plan
Chance the Rapper,4 Quarters In The Black (Skit)
Famous Dex,JAPAN
Stunna 4 Vegas,Sticks (feat. DaBaby)
NLE Choppa,Camelot
Quality Control,"Menace 2 (Migos, Lil Yachty)"
Mustard,Ballin' (with Roddy Ricch)
Earl Sweatshirt,EAST
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert)
Frank Ocean,Nikes
Trippie Redd,Who Needs Love
Trippie Redd,Leray
Trippie Redd,Love Sick
Trippie Redd,Real Feel
Trippie Redd,This Ain't That
Trippie Redd,U Deserve It
Trippie Redd,All For Me
Trippie Redd,Sickening
Trippie Redd,Abandoned
YNW Melly,Suicidal
Trippie Redd,Today
Trippie Redd,Hellboy
Trippie Redd,Overweight
Trippie Redd,In Too Deep
Trippie Redd,Feel Good
Trippie Redd,Love Scars 3
Trippie Redd,Overdose On L1fe
Juice WRLD,Candles
The Weeknd,Heartless
Lil Keed,Jojo Bizarre Adventure
Lil Keed,Anybody (feat. Lil Duke & Gunna)
Lil Keed,Child (feat. Moneybagg Yo)
Lil Keed,On Everything
Lil Keed,Just a Dream
Lil Keed,Tip Top (feat. Guap Tarantino & MSA PG)
Lil Keed,Oh My God
Lil Keed,Snake
Lil Keed,Ride the Wave
Lil Keed,Make U Proud
Lil Keed,Fear of God
Lil Keed,Proud of Me (feat. Young Thug)
Lil Keed,Balenciaga (feat. 21 Savage)
Lil Keed,It's Up Freestyle
Lil Tecca,Weatherman
Lil Tecca,"Left, Right"
Lil Tecca,Molly Girl
Lil Tecca,Shots
Lil Tecca,DUI
Internet Money,Somebody
Method,Stay Low (Guess)
G Writ,Who Run It
Post Malone,Staring At The Sun (feat. SZA)
Post Malone,Saint-Tropez
Post Malone,A Thousand Bad Times
Post Malone,I'm Gonna Be
Post Malone,Internet
Post Malone,On The Road (feat. Meek Mill & Lil Baby)
Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott)
Post Malone,Die For Me (feat. Future & Halsey)
G Herbo,Who Run It (Remix)
G Herbo,Everything
Chinatown,FIREARM
Lil Uzi Vert,XO Tour Llif3
Taz Mondega,Money Flip
Wiz Khalifa,Pull Up (feat. Lil Uzi Vert)
Felix Snow,Love (feat. Lil Uzi Vert)
Plain White T's,Hey There Delilah - Bonus Track
Meek Mill,Froze (feat. Lil Uzi Vert & Nicki Minaj)
Prada,army tank
Yung Faygo,Woah
Smokepurpp,Reckless
Smokepurpp,Lightspeed
Smokepurpp,Stevie
Smokepurpp,All For Me (feat. Trippie Redd)
Smokepurpp,Audi II
Smokepurpp,What I Please (feat. Denzel Curry)
Lil Skies,Magic
DJ Day One,Want My (My Version)
YungGen,Skeleton
koolkhlaw,Flex Bih
Zaytoven,Alot
Khlaws,Those Butterfly Doors
Sosamann,In the Lobby
TisaKorean,The Mop
TisaKorean,Dip (#thewoah)
Travis Scott,Sky Fall
TibyBop,Drop Out
Yung Faygo,Neon
City Girls,Act Up
City Girls,Twerk (feat. Cardi B)
Cardi B,I Like It
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)"
Travis Scott,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX
JACKBOYS,GANG GANG
Don Toliver,HAD ENOUGH (feat. Quavo & Offset)
JACKBOYS,JACKBOYS
JACKBOYS,GATTI
JACKBOYS,WHAT TO DO? (feat. Don Toliver)
Metro Boomin,10AM/Save The World (feat. Gucci Mane)
Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott)
Metro Boomin,Only 1 (Interlude) (with Travis Scott)
Metro Boomin,Lesbian (feat. Gunna & Young Thug)
Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid)
Metro Boomin,"Only You (feat. WizKid, Offset & J Balvin)"
Metro Boomin,"No More (feat. Travis Scott, Kodak Black & 21 Savage)"
Comethazine,Walk
Kodak Black,Tunnel Vision
Glory Mopz,Buffy the Body
DJ Rell,Mood (feat. Lil Uzi Vert)
Juice WRLD,Titanic
Juice WRLD,Up Up And Away
Juice WRLD,"The Man, The Myth, The Legend - Interlude"
Juice WRLD,Can't Die
Juice WRLD,Juice WRLD Speaks From Heaven - Outro
StaySolidRocky,Party Girl (Remix)
Kid Cudi,The Adventures of Moon Man & Slim Shady (with Eminem)
Chris Brown,I Got Time (feat. Shad Da God)
NAV,My Business (feat. Future)
NAV,Spend It (feat. Young Thug)
Ugly God,Water
Lil Uzi Vert,Sasuke
javeco,1600 Uzi
Future,Hard Work Pays Off
Pop Smoke,Snitching (feat. Quavo & Future)
Chris Brown,Say You Love Me
Future,Bye Bye
Tory Lanez,Do The Most
Lil Keed,Fox 5 (feat. Gunna)
Tre Savage,Molly
Jackson,Amiri
Pop Smoke,Something Special
Gunna,DON'T PLAY AROUND
DaBaby,FIND MY WAY
Swae Lee,Someone Said
Playboi Carti,@ MEH
Future,Run Up
Gunna,MOTW
Migos,Handsome And Wealthy
Lil Revenged,Them Butterfly Doors
Chris Brown,Big Slimes (feat. Gunna & Lil Duke)
NAV,Brown Boy
Joey Bada$$,The Light
Joey Bada$$,No Explanation
Joey Bada$$,Shine
DJ Khaled,POPSTAR (feat. Drake)
DJ Khaled,GREECE (feat. Drake)
Chris Brown,Go Crazy
Zaytoven,A-Team (You Ain't Safe)
Chief Keef,Uh Uh (feat. Playboi Carti)
Red Cyper,Dropped Out
The Weeknd,Heartless - Vapor Wave Remix
Jack Harlow,THRU THE NIGHT (feat. Bryson Tiller)
Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix"
Zaytoven,Hightop Shoes
A Boogie Wit da Hoodie,Stain (feat. DaBaby)
Future,Salute
Gunna,FAR (feat. Young Thug)
T-Shyne,Moncler (feat. Young Thug)
Tory Lanez,Pricey & Spicy
JordanGotSwag,Tie My Shoe
Lil Keed,No Dealings
Chris Brown,City Girls
Chris Brown,I Ain't Tryin'
YNW BSlime,Freestyle LOL
Lil Gotit,Drip Day N Night (feat. Gunna & Lil Keed)
Lil Kex,Shawty In Love
Zaps,Butterfly Doors
Lil Gotit,Da Real HoodBabies (feat. Lil Baby) - Remix
The Kid LAROI,BOOTY CALL (skit)
The Kid LAROI,SAME THING
The Kid LAROI,ERASE U
The Kid LAROI,RUNNING
The Kid LAROI,WISH YOU WELL (skit)
The Kid LAROI,NEED YOU MOST (So Sick)
Gunna,WUNNA FLO (feat. Yak Gotti)
Gunna,DIRTY DIANA
Gunna,NOTHING 4 FREE (feat. NAV)
J. Cole,Lion King On Ice
Lil Uzi Vert,That Way - Bonus Track
Lil Yachty,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake)
Jack Harlow,WHATS POPPIN
Chief Keef,Earned It
Lil Uzi Vert,Futsal Shuffle 2020 - Bonus Track
Pi’erre Bourne,Poof
Flipp Dinero,How I Move (feat. Lil Baby)
Playboi Carti,Yah Mean
Lil Revenged,Woah
Lil Kex,Matt Hardy
Lil Kex,Hellcat
Lil Kex,Tattoo
Lil Kex,Houdini
Billie Eilish,my future
Future,Over Your Head
MilanMakesBeats,Butterfly Coupe (feat. Playboi Carti & Yung Bans)
Zaytoven,Accomplishments
Red Cyper,That Bitch!
Future,"Move That Dope (feat. Pharrell, Pusha T & Casino)"
Future,News or Something
Chris Brown,Animal
Lil Yachty,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake)
BABY GRAVY,Welcome to Chilis
Lil Keed,Obama Coupe
Lil Keed,Trippin
Lil Keed,Tighten Up
Lil Keed,Kiss Em Peace (feat. Young Thug)
Lil Keed,Cold World
Lil Keed,She Know (feat. Lil Baby)
Lil Keed,Don’t Stop (feat. Ty Dolla $ign)
Lil Keed,Heartbreaker
Lil Keed,Twisted (feat. 42 Dugg)
Lil Keed,Grandparents
Lil Keed,Zaza (feat. Future)
Lil Keed,Why
Lil Keed,Here
Gunna,NASTY GIRL / ON CAMERA
Blueface,First Class (feat. Gunna)
NLE Choppa,Daydream
NLE Choppa,Double Bacc
NLE Choppa,Make Em Say (feat. Mulatto)
NLE Choppa,Walk Em Down (feat. Roddy Ricch)
NLE Choppa,Murda Talk
NLE Choppa,Who TF Up in My Trap
NLE Choppa,Shotta Flow 3
NLE Choppa,Top Shotta Flow
NLE Choppa,Shotta Flow 4 (feat. Chief Keef)
NLE Choppa,Shotta Flow 5
NLE Choppa,Neighborhood Watch
NLE Choppa,Can't Take It
Aminé,Burden
Aminé,Woodlawn
Aminé,Kobe
Aminé,"Roots (feat. JID, Charlie Wilson)"
Aminé,Can’t Decide
Aminé,Shimmy
Aminé,Easy (feat. Summer Walker)
Aminé,Becky
Aminé,Fetus (feat. Injury Reserve)
Aminé,My Reality
DaBaby,BILLBOARD BABY
DaBaby,PEEP HOLE
DaBaby,BLIND (feat. Young Thug)
DaBaby,NO DRIBBLE (feat. Stunna 4 Vegas)
Trvp T,Feelin' It
Sexton,Day N Night (feat. Dayytona Fox)
Street Bud,Love
Maxso,Oceans
Maxso,Wait Now! (feat. Dayytona Fox)
Shihadeh,Twelve
Josmar,Double You
Mo Stylez,Where You At?
$lip,Yesterday
BROCKHAMPTON,BLEACH
Don Toliver,No Idea - CHOPNOTSLOP REMIX
NAV,Myself
Future,Inside The Mattress
21 Savage,Secret (feat. Summer Walker)
VloneHeart,Many Years
Zaps,Neon / Place
Red Cyper,Back Up
Tory Lanez,Stupid Again
Lil Gotit,Bricks In The Attic
Kanye West,Wash Us In The Blood
Justin Timberlake,Suit & Tie (feat. Jay-Z)
Robin Thicke,Blurred Lines
Travis Scott,"The Plan - From the Motion Picture ""TENET"""
Smokepurpp,It's Whatever
Lil Tecca,Royal Rumble
Lil Baby,The Bigger Picture
Addison Rae,TikTok Girl
The Kid LAROI,Addison Rae
Dxstxny,Chimp
Youngan Flippa,Bad Boys
Internet Money,Message (feat. TyFontaine)
Internet Money,"Really Redd (feat. Trippie Redd, Lil Keed, Young Nudy)"
Internet Money,Thrusting (feat. Swae Lee & Future)
Internet Money,Blastoff (feat. Juice Wrld & Trippie Redd)
Internet Money,Take It Slow (feat. 24KGoldn & TyFontaine)
Internet Money,Somebody (feat. A Boogie Wit Da Hoodie & Lil Tecca)
Internet Money,Giddy Up (feat. Wiz Khalifa & 24KGoldn)
Internet Money,Block (feat. Trippie Redd & StaySolidRocky)
Internet Money,Devastated (feat. lilspirit)
Lost999,Light
Chris Brown,Stolen
Lil Uzi Vert,No Auto (feat. Lil Durk)
Lil Uzi Vert,Urgency (feat. Syd)
Lil Uzi Vert,Secure The Bag
$uicideboy$,2nd Hand
JID,Westbrook (with A$AP Ferg)
Lil Tjay,Leaked
Denzel Curry,WISH FEAT. KIDDO MARV
ScHoolboy Q,Birds & The Beez
Lil Baby,Never Needed No Help
Lil Peep,Cry Alone
Gunna,Drippin'
Gunna,Almighty (feat. HoodRich Pablo Juan)
Gunna,At the Hotel (feat. Lil Uzi Vert & Young Jordan)
Gunna,Top Off
Gunna,King Kong (feat. Young Thug)
Khlaw,Flexin Bih
Gunna,Pedestrian
Big Sean,Why Would I Stop?
Big Sean,Lucky Me
Big Sean,Deep Reverence (feat. Nipsey Hussle)
Big Sean,Wolves (feat. Post Malone)
Big Sean,"Body Language (feat. Ty Dolla $ign, and Jhené Aiko)"
Big Sean,Story By Dave Chappelle
Big Sean,Everything That's Missing (feat. Dwele)
Big Sean,ZTFO
Big Sean,"Guard Your Heart (feat. Anderson .Paak, Earlly Mac, and Wale)"
Big Sean,Respect It (with Hit-Boy feat. Young Thug)
Big Sean,"Full Circle (feat. Key Wane, and Diddy)"
Big Sean,Story By Erykah Badu
Big Sean,FEED
Big Sean,"Friday Night Cypher (feat. Tee Grizzley, Kash Doll, Cash Kidd, Payroll, 42 Dugg, Boldy James, Drego, Sada Baby, Royce Da 5'9"", and Eminem)"
Big Sean,Story By Stevie Wonder
Smokepurpp,Audi.
Kanye West,Good Morning
Kanye West,Stronger
Kanye West,Barry Bonds
Kanye West,Drunk and Hot Girls
Kanye West,Everything I Am
Kanye West,Big Brother
Kanye West,Ultralight Beam
Y2K,"Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)"
Trippie Redd,I Got You (ft. Busta Rhymes)
S1mba,Rover (feat. Lil Tecca)
A Boogie Wit da Hoodie,Calm Down (Bittersweet) [feat. Summer Walker]
Nether.,Pop Bottles
A1billionaire,Rookie of the Year
Silent VVS,Hardy's Party
Khlaw,Those Butterfly Doors
Tory Lanez,Who Needs Love
Lil Tecca,Actin Up
Lil Tecca,Back It Up
Lil Tecca,Foreign (feat. Nav)
Lil Tecca,Take 10
Lil Tecca,Insecurities
Lil Tecca,Tic Toc
Lil Tecca,True To The Game (feat. Guwop Reign)
Lil Tecca,Closest To Heaven
Lil Tecca,Level Up
Lil Tecca,No Answers
Lil Tecca,Last Call
1ost,SRT !
Don Toliver,Spaceship (feat. Sheck Wes)
Don Toliver,Diamonds
The Weeknd,In Your Eyes
Lil Yachty,Intro (First Day Of Summer)
Lil Yachty,IDK
Lil Yachty,King Of Teens
Lil Yachty,Why? - Interlude
Polo G,Don't Believe The Hype
Thybxlle,Tattoo
Money Man,24 (feat. Lil Baby)
Nether.,Dolly
Khlaw,Lotta Red
21 Savage,Intro
21 Savage,Many Men
21 Savage,Snitches & Rats (Interlude)
21 Savage,Steppin On Niggas
21 Savage,Brand New Draco
Bryson Tiller,Years Go By
Bryson Tiller,Always Forever
Bryson Tiller,I'm Ready For You
Bryson Tiller,Things Change
Bryson Tiller,Timeless Interlude
Bryson Tiller,Sorrows
Bryson Tiller,Inhale
Bryson Tiller,Outta Time (feat. Drake)
Bryson Tiller,Keep Doing What You're Doing
Bryson Tiller,Next To You
Vibotine,Way Too Many
Vlone Leakers,Scammers
MMTAPEZ,Weirdo
Sheck Wes,Mindfucker
Juice The Kid W,Purple Moncler
Travis Scott,SICKO MODE
LSD,Dolly
YoungGeneration,One Day
9000,Cruel Bad Bad World
DAYYTONA FOX,*^Anime Pants^*
DAYYTONA FOX,- Follow Us!! -
DAYYTONA FOX,-<RidinWit>-
DAYYTONA FOX,+StreetSmart+
DAYYTONA FOX,+*Cold Pt2*+
DAYYTONA FOX,NoPhonesPlz
DAYYTONA FOX,-You-
DAYYTONA FOX,Hideout !!++!!*
The Weeknd,In Your Eyes (feat. Kenny G) - Remix
Ne-Yo,U 2 Luv - Shift K3Y Remix
Statik Selektah,Keep It Moving
Lil Kex,All Secrets Known
Johan Lenox,throwback thursday - drums up edit
Benny The Butcher,Timeless (feat. Lil Wayne & Big Sean)
O.T. Genasis,Back To You (feat. Chris Brown & Charlie Wilson)
300lbs of Guwop,I.D.F.W (feat. Stunna 4 Vegas)
Buccalini,Turn Me Up (feat. NLE Choppa)
Theyluhace,Closing It - Dip Remix
Chris Patrick,SWISH
Rvssian,Only The Team (with Lil Mosey & Lil Tjay)
CH4SINGTHEHIGH,Karma
Hefna380,1am Freestyle
Rema,Alien
MMTAPEZ,Cancun
Pyrex,Blood On The Hills
Princ£ Aureliu$,Drugs You Should Try It
Trill Tega,All of My
XLG OFFICIAL,Serenade
Duckman,Big Cappin
Blac Chyna,Cash Only
PDE Twin,It's Official
